symbol,date,open,high,low,close,volume,open_interest,turnover,settle,pre_settle,variety
SC2202,20220104,494.8,497,491,494.1,47269,30206,2335609.88,494.1,496.7,SC
SC2203,20220104,492.9,495.3,489,492,16234,23168,798787.45,492,494,SC
SC2204,20220104,489.8,492.2,486.3,489.9,3503,7425,171302.92,489,491.3,SC
SC2205,20220104,487.7,489.7,483.8,487,569,2446,27696.49,486.7,488.3,SC
SC2206,20220104,486.2,486.5,481.7,483,229,1049,11078.74,483.7,485.8,SC
SC2207,20220104,483.8,483.8,480.5,483.3,22,111,1060.28,481.9,484.3,SC
SC2208,20220104,,,,478.8,0,4,0,478.8,478.8,SC
SC2209,20220104,,,,480,0,81,0,480,481.4,SC
SC2210,20220104,,,,473.3,0,10,0,473.3,473.3,SC
SC2211,20220104,,,,469.5,0,0,0,469.5,469.5,SC
SC2212,20220104,477.3,477.3,474.1,474.1,3,113,142.55,475.1,477.4,SC
SC2301,20220104,,,,461,0,0,0,461,461,SC
SC2303,20220104,470.1,470.1,470,470,6,90,282.04,470,471.1,SC
SC2306,20220104,467.1,467.1,467,467,4,17,186.82,467,469.9,SC
SC2309,20220104,,,,457.4,0,7,0,457.4,460.2,SC
SC2312,20220104,461.1,461.1,461.1,461.1,2,25,92.22,461.1,464.1,SC
SC2403,20220104,,,,456.1,0,11,0,456.1,459.1,SC
SC2406,20220104,,,,458.1,0,15,0,458.1,458.1,SC
SC2409,20220104,,,,446,0,15,0,446,446,SC
SC2412,20220104,,,,456.1,0,3,0,456.1,456.1,SC
LU2202,20220104,3685,3697,3637,3667,709,4533,2594.139,3658,3673,LU
LU2203,20220104,3678,3692,3626,3654,20142,14038,73397.279,3643,3681,LU
LU2204,20220104,3670,3679,3622,3647,34076,43712,124080.564,3641,3666,LU
LU2205,20220104,3644,3646,3595,3615,9399,12838,33958.302,3612,3639,LU
LU2206,20220104,3609,3609,3564,3604,277,607,991.539,3579,3610,LU
LU2207,20220104,,,,3493,0,0,0,3493,3493,LU
LU2208,20220104,,,,3568,0,0,0,3568,3568,LU
LU2209,20220104,,,,3330,0,2,0,3330,3359,LU
LU2210,20220104,,,,3584,0,0,0,3584,3584,LU
LU2211,20220104,,,,3579,0,0,0,3579,3579,LU
LU2212,20220104,,,,3378,0,0,0,3378,3378,LU
LU2301,20220104,,,,3415,0,0,0,3415,3415,LU
NR2201,20220104,11515,11515,11370,11370,2,1588,22.885,11440,11460,NR
NR2202,20220104,11690,11745,11445,11515,1978,6060,22796.19,11520,11560,NR
NR2203,20220104,11755,11840,11535,11595,15074,25474,175108.54,11615,11660,NR
NR2204,20220104,11835,11900,11600,11660,7788,16896,90900.83,11670,11735,NR
NR2205,20220104,11935,11950,11675,11730,1911,5855,22447.32,11745,11820,NR
NR2206,20220104,12000,12000,11750,11760,180,279,2118.635,11770,11900,NR
NR2207,20220104,,,,11635,0,0,0,11635,11635,NR
NR2208,20220104,,,,12250,0,0,0,12250,12250,NR
NR2209,20220104,,,,12210,0,0,0,12210,12210,NR
NR2210,20220104,,,,12285,0,0,0,12285,12285,NR
NR2211,20220104,,,,11475,0,0,0,11475,11475,NR
NR2212,20220104,,,,11545,0,0,0,11545,11545,NR
BC2201,20220104,61800,61910,61800,61870,55,755,1701.55,61870,60820,BC
BC2202,20220104,62740,62740,61960,62050,429,1191,13327.41,62130,62510,BC
BC2203,20220104,63110,63110,62100,62230,5894,6589,183610.03,62300,62660,BC
BC2204,20220104,62880,62880,62130,62260,2083,2459,64883.405,62290,62640,BC
BC2205,20220104,62430,62430,62120,62130,174,60,5416.995,62260,62680,BC
BC2206,20220104,62380,62380,62240,62250,8,47,249.15,62280,62730,BC
BC2207,20220104,,,,64670,0,0,0,64670,64670,BC
BC2208,20220104,,,,60350,0,1,0,60350,60780,BC
BC2209,20220104,,,,61530,0,0,0,61530,61530,BC
BC2210,20220104,,,,61000,0,0,0,61000,61000,BC
BC2211,20220104,,,,60950,0,0,0,60950,60950,BC
BC2212,20220104,,,,60950,0,0,0,60950,60950,BC
SC_TAS2202,20220104,,,,,,,,,,SC_TAS
SC_TAS2203,20220104,,,,,,,,,,SC_TAS
SC2202,20220105,496.8,505.2,495.4,502.8,134441,30763,6734767.01,500.9,494.1,SC
SC2203,20220105,494.5,502.4,493.3,500.5,40454,24843,2017306.02,498.6,492,SC
SC2204,20220105,492.4,499.2,490.7,498,6403,7525,317372.52,495.6,489,SC
SC2205,20220105,488.7,496.2,488.4,495,827,2512,40776.82,493,486.7,SC
SC2206,20220105,486.2,493.2,486,492,109,1030,5345.64,490.4,483.7,SC
SC2207,20220105,488.5,490.2,485.6,490.2,28,120,1366.59,488,481.9,SC
SC2208,20220105,,,,485,0,4,0,485,478.8,SC
SC2209,20220105,483.1,489,483.1,485.9,6,84,291.91,486.5,480,SC
SC2210,20220105,,,,479.7,0,10,0,479.7,473.3,SC
SC2211,20220105,,,,469.5,0,0,0,469.5,469.5,SC
SC2212,20220105,,,,480.1,0,113,0,480.1,475.1,SC
SC2301,20220105,,,,464.6,0,0,0,464.6,461,SC
SC2303,20220105,,,,471.1,0,90,0,471.1,470,SC
SC2306,20220105,,,,467,0,17,0,467,467,SC
SC2309,20220105,468.4,468.4,468.4,468.4,1,7,46.84,468.4,457.4,SC
SC2312,20220105,,,,463.1,0,25,0,463.1,461.1,SC
SC2403,20220105,,,,457.1,0,11,0,457.1,456.1,SC
SC2406,20220105,,,,458.1,0,15,0,458.1,458.1,SC
SC2409,20220105,,,,446.8,0,15,0,446.8,446,SC
SC2412,20220105,,,,456.1,0,3,0,456.1,456.1,SC
LU2202,20220105,3672,3726,3672,3710,206,4412,763.222,3704,3658,LU
LU2203,20220105,3661,3730,3650,3690,14520,13057,53527.176,3686,3643,LU
LU2204,20220105,3657,3730,3638,3691,43719,47450,160862.532,3679,3641,LU
LU2205,20220105,3620,3693,3607,3666,11389,15494,41599.905,3652,3612,LU
LU2206,20220105,3590,3663,3586,3630,617,765,2241.206,3632,3579,LU
LU2207,20220105,,,,3545,0,0,0,3545,3493,LU
LU2208,20220105,,,,3621,0,0,0,3621,3568,LU
LU2209,20220105,,,,3379,0,2,0,3379,3330,LU
LU2210,20220105,,,,3637,0,0,0,3637,3584,LU
LU2211,20220105,,,,3632,0,0,0,3632,3579,LU
LU2212,20220105,,,,3385,0,0,0,3385,3378,LU
LU2301,20220105,,,,3415,0,0,0,3415,3415,LU
NR2201,20220105,11475,11605,11475,11550,49,1588,565.4,11535,11440,NR
NR2202,20220105,11515,11770,11485,11600,2373,5563,27725.22,11680,11520,NR
NR2203,20220105,11640,11875,11575,11710,21741,24724,255827.605,11765,11615,NR
NR2204,20220105,11685,11950,11635,11785,13449,17913,159178.36,11835,11670,NR
NR2205,20220105,11775,12000,11720,11855,3103,7043,36983.805,11915,11745,NR
NR2206,20220105,11775,12050,11775,11905,147,345,1759.665,11970,11770,NR
NR2207,20220105,,,,11635,0,0,0,11635,11635,NR
NR2208,20220105,,,,12250,0,0,0,12250,12250,NR
NR2209,20220105,,,,12210,0,0,0,12210,12210,NR
NR2210,20220105,,,,12285,0,0,0,12285,12285,NR
NR2211,20220105,,,,11475,0,0,0,11475,11475,NR
NR2212,20220105,,,,11545,0,0,0,11545,11545,NR
BC2201,20220105,62050,62090,62050,62090,10,755,310.35,62070,61870,BC
BC2202,20220105,62160,63090,62100,62560,752,1159,23522.245,62550,62130,BC
BC2203,20220105,62380,63320,62170,62700,11647,7270,366004.655,62840,62300,BC
BC2204,20220105,62460,63290,62300,62830,3488,2485,109661.76,62870,62290,BC
